"date" "P" "ETpot" "Q" "T" "GWL"
"63060" 2012031211 0 0.1118 0.0255 9.2 28.171
"63061" 2012031212 0 0.1408 0.0255 10.5 28.169
"63062" 2012031213 0 0.0579 0.0249 11.6 28.17
"63063" 2012031214 0 0.0447 0.0249 11.3 28.158
"63064" 2012031215 0 0.0342 0.0249 11.2 28.161
"63065" 2012031216 0 0.0105 0.0249 10.7 28.165
"63066" 2012031217 0 0.0013 0.0249 9.7 28.157
"63067" 2012031218 0 0 0.0249 8.8 28.158
"63068" 2012031219 0 0 0.0249 8.4 28.158
"63069" 2012031220 0 0 0.0249 8.1 28.156
"63070" 2012031221 0 0 0.0249 7.5 28.162
"63071" 2012031222 0 0 0.0249 7.1 28.158
"63072" 2012031223 0 0 0.0244 7.1 28.154
"63073" 2012031300 0 0 0.0244 6.9 28.156
"63074" 2012031301 0 0 0.0244 7.1 28.161
"63075" 2012031302 0 0 0.0244 7 28.161
"63076" 2012031303 0 0 0.0238 7.1 28.159
"63077" 2012031304 0 0 0.0238 7.1 28.158
"63078" 2012031305 0 0 0.0238 7.3 28.137
"63079" 2012031306 0 0.0029 0.0233 7.2 28.157
"63080" 2012031307 0 0.0115 0.0233 7.5 28.153
"63081" 2012031308 0 0.0202 0.0227 7.9 28.159
"63082" 2012031309 0 0.0274 0.0227 8.1 28.156
"63083" 2012031310 0 0.0447 0.0227 8.4 28.156
"63084" 2012031311 0 0.0447 0.0222 8.4 28.155
"63085" 2012031312 0 0.0433 0.0222 8.4 28.155
"63086" 2012031313 0 0.0346 0.0222 8.6 28.156
"63087" 2012031314 0 0.0375 0.0222 8.7 28.154
"63088" 2012031315 0 0.0231 0.0222 8.5 28.154
"63089" 2012031316 0 0.0087 0.0222 8.2 28.152
"63090" 2012031317 0 0.0014 0.0222 7.8 28.152
"63091" 2012031318 0 0 0.0222 7.6 28.151
"63092" 2012031319 0 0 0.0222 7.3 28.15
"63093" 2012031320 0 0 0.0222 7.2 28.152
"63094" 2012031321 0 0 0.0227 7.2 28.15
"63095" 2012031322 0 0 0.0222 6.7 28.149
"63096" 2012031323 0 0 0.0222 6.7 28.149
"63097" 2012031400 0 0 0.0222 6.6 28.146
"63098" 2012031401 0 0 0.0222 6.3 28.151
"63099" 2012031402 0 0 0.0216 6.2 28.152
"63100" 2012031403 0 0 0.0216 6 28.149
"63101" 2012031404 0 0 0.0216 6 28.147
"63102" 2012031405 0 0 0.0216 5.8 28.151
"63103" 2012031406 0 0.0035 0.0216 6.1 28.146
"63104" 2012031407 0 0.0163 0.0216 6.6 28.154
"63105" 2012031408 0 0.0408 0.021 7.2 28.151
"63106" 2012031409 0 0.049 0.021 7.5 28.153
"63107" 2012031410 0 0.0525 0.0205 7.4 28.154
"63108" 2012031411 0 0.0478 0.0205 7.6 28.15
"63109" 2012031412 0 0.056 0.0205 7.8 28.145
"63110" 2012031413 0 0.049 0.0199 7.9 28.149
"63111" 2012031414 0 0.0385 0.0199 7.8 28.15
"63112" 2012031415 0 0.0268 0.0205 7.5 28.146
"63113" 2012031416 0 0.0175 0.0205 7.2 28.145
"63114" 2012031417 0 0.0023 0.0205 7.1 28.146
"63115" 2012031418 0 0 0.0205 6.8 28.142
"63116" 2012031419 0 0 0.0205 3.9 28.149
"63117" 2012031420 0 0 0.0205 2.7 28.145
"63118" 2012031421 0 0 0.0205 1.3 28.143
"63119" 2012031422 0 0 0.0205 0.9 28.145
"63120" 2012031423 0 0 0.0205 0.7 28.155
"63121" 2012031500 0 0 0.0205 0.8 28.151
"63122" 2012031501 0 0 0.0205 0.1 28.153
"63123" 2012031502 0 0 0.0205 1 28.151
"63124" 2012031503 0 0 0.0205 0.2 28.159
"63125" 2012031504 0 0 0.0205 0.6 28.154
"63126" 2012031505 0 0.0013 0.0205 0.3 28.158
"63127" 2012031506 0 0.0286 0.0199 1.3 28.156
"63128" 2012031507 0 0.0844 0.0199 4.7 28.16
"63129" 2012031508 0 0.1558 0.0199 7 28.166
"63130" 2012031509 0 0.2156 0.0194 8.7 28.164
"63131" 2012031510 0 0.2558 0.0194 10.5 28.152
"63132" 2012031511 0 0.274 0.0188 12.2 28.149
"63133" 2012031512 0 0.2675 0.0183 13.4 28.138
"63134" 2012031513 0 0.2403 0.0183 14.4 28.134
"63135" 2012031514 0 0.1909 0.0183 15.1 28.134
"63136" 2012031515 0 0.126 0.0183 15 28.135
"63137" 2012031516 0 0.0545 0.0183 14 28.146
"63138" 2012031517 0 0.0052 0.0188 10 28.136
"63139" 2012031518 0 0 0.0194 7.1 28.119
"63140" 2012031519 0 0 0.0199 6 28.123
"63141" 2012031520 0 0 0.0199 4.5 28.129
"63142" 2012031521 0 0 0.0199 5.3 28.139
"63143" 2012031522 0 0 0.0205 3.9 28.143
"63144" 2012031523 0 0 0.0205 3 28.146
"63145" 2012031600 0 0 0.0199 5.3 28.155
"63146" 2012031601 0 0 0.0199 6.3 28.152
"63147" 2012031602 0 0 0.0199 6.3 28.155
"63148" 2012031603 0 0 0.0199 6 28.159
"63149" 2012031604 0 0 0.0199 6.5 28.157
"63150" 2012031605 0 0.0014 0.0199 5.6 28.16
"63151" 2012031606 0 0.0285 0.0199 7.4 28.157
"63152" 2012031607 0 0.0895 0.0194 8.5 28.165
"63153" 2012031608 0 0.1234 0.0194 5.7 28.169
"63154" 2012031609 0 0.0475 0.0188 6.5 28.144
"63155" 2012031610 0 0.0529 0.0188 7.7 28.147
"63156" 2012031611 0 0.0692 0.0183 8.3 28.151
"63157" 2012031612 0 0.1275 0.0183 9.3 28.15
"63158" 2012031613 0 0.2021 0.0177 10.6 28.151
"63159" 2012031614 0 0.1858 0.0177 11.6 28.147
"63160" 2012031615 0 0.118 0.0177 11.7 28.151
"63161" 2012031616 0 0.0475 0.0177 11.1 28.15
"63162" 2012031617 0 0.0068 0.0177 7.5 28.142
"63163" 2012031618 0 0 0.0183 6.4 28.133
"63164" 2012031619 0 0 0.0188 4.1 28.134
"63165" 2012031620 0 0 0.0188 4.6 28.14
"63166" 2012031621 0 0 0.0194 4.2 28.146
"63167" 2012031622 0 0 0.0194 3.7 28.151
"63168" 2012031623 0 0 0.0194 4.9 28.153
"63169" 2012031700 0 0 0.0194 5.8 28.147
"63170" 2012031701 0 0 0.0194 6.5 28.152
"63171" 2012031702 0 0 0.0194 6.5 28.154
"63172" 2012031703 0 0 0.0188 6.7 28.155
"63173" 2012031704 0 0 0.0188 7 28.15
"63174" 2012031705 0 0.0014 0.0188 6.7 28.151
"63175" 2012031706 0 0.0343 0.0183 7.3 28.148
"63176" 2012031707 0 0.0957 0.0183 8.5 28.151
"63177" 2012031708 0 0.1614 0.0183 9.4 28.15
"63178" 2012031709 0 0.1943 0.0177 10.2 28.149
"63179" 2012031710 0 0.1914 0.0172 10.4 28.143
"63180" 2012031711 0 0.1214 0.0172 11 28.143
"63181" 2012031712 0 0.15 0.0166 11.1 28.138
"63182" 2012031713 0 0.0786 0.0161 11.2 28.14
"63183" 2012031714 0 0.0771 0.0161 11.3 28.135
"63184" 2012031715 0 0.0714 0.0166 10.9 28.138
"63185" 2012031716 0 0.0214 0.0166 10.1 28.138
"63186" 2012031717 0 0.0014 0.0172 9.8 28.133
"63187" 2012031718 0 0 0.0177 9.8 28.14
"63188" 2012031719 0 0 0.0183 9.2 28.137
"63189" 2012031720 0.3 0 0.0183 9.1 28.137
"63190" 2012031721 0 0 0.0183 9.1 28.133
"63191" 2012031722 0 0 0.0183 8.5 28.136
"63192" 2012031723 0 0 0.0183 7.2 28.131
"63193" 2012031800 0 0 0.0177 7.7 28.134
"63194" 2012031801 0 0 0.0177 8.5 28.138
"63195" 2012031802 0 0 0.0177 8.7 28.138
"63196" 2012031803 0 0 0.0177 9.4 28.14
"63197" 2012031804 0 0 0.0177 9.6 28.142
"63198" 2012031805 0.5 0 0.0183 9.2 28.143
"63199" 2012031806 0.4 0.0026 0.0183 8.1 28.145
"63200" 2012031807 0 0.03 0.0188 7.8 28.142
"63201" 2012031808 0 0.047 0.0194 7.9 28.14
"63202" 2012031809 0 0.0848 0.0194 8.6 28.145
"63203" 2012031810 0 0.0496 0.0188 8.2 28.147
"63204" 2012031811 0 0.0848 0.0188 8.8 28.144
"63205" 2012031812 0 0.073 0.0183 8.9 28.143
"63206" 2012031813 0 0.1083 0.0183 9.2 28.146
"63207" 2012031814 0 0.06 0.0183 9.3 28.142
"63208" 2012031815 0 0.047 0.0183 9.2 28.142
"63209" 2012031816 0 0.0091 0.0188 6.3 28.145
"63210" 2012031817 0 0.0039 0.0183 5.8 28.135
"63211" 2012031818 0 0 0.0188 5.9 28.138
"63212" 2012031819 0 0 0.0183 5.7 28.138
"63213" 2012031820 0 0 0.0183 5.7 28.141
"63214" 2012031821 0 0 0.0177 5.2 28.139
"63215" 2012031822 0 0 0.0177 5.3 28.145
"63216" 2012031823 0 0 0.0172 3.8 28.146
"63217" 2012031900 0 0 0.0166 1.1 28.14
"63218" 2012031901 0 0 0.0166 0.9 28.143
"63219" 2012031902 0 0 0.0161 0.8 28.137
"63220" 2012031903 0 0 0.0161 2.6 28.14
"63221" 2012031904 0 0 0.0155 2.7 28.149
"63222" 2012031905 0 0.0013 0.0155 1.6 28.147
"63223" 2012031906 0 0.0342 0.015 3.4 28.143
"63224" 2012031907 0 0.0855 0.015 4.8 28.146
"63225" 2012031908 0 0.1762 0.015 6.4 28.156
"63226" 2012031909 0 0.2314 0.0144 7.4 28.14
"63227" 2012031910 0 0.28 0.0138 8.8 28.136
"63228" 2012031911 0 0.2301 0.0133 8.9 28.132
"63229" 2012031912 0 0.1538 0.0122 9.9 28.127
"63230" 2012031913 0 0.1459 0.0122 9.9 28.129
"63231" 2012031914 0 0.0723 0.0122 10.1 28.122
"63232" 2012031915 0 0.1249 0.0127 10.5 28.129
"63233" 2012031916 0 0.0552 0.0127 9.9 28.128
"63234" 2012031917 0 0.0092 0.0127 7.7 28.129
"63235" 2012031918 0 0 0.0133 5.4 28.119
"63236" 2012031919 0 0 0.0127 4.2 28.122
"63237" 2012031920 0 0 0.0133 3.7 28.123
"63238" 2012031921 0 0 0.0133 2.8 28.126
"63239" 2012031922 0 0 0.0133 2.5 28.127
"63240" 2012031923 0 0 0.0133 2.3 28.13
"63241" 2012032000 0 0 0.0133 1.2 28.132
"63242" 2012032001 0 0 0.0133 1.1 28.139
"63243" 2012032002 0 0 0.0133 2.5 28.135
"63244" 2012032003 0 0 0.0127 1.7 28.135
"63245" 2012032004 0 0 0.0127 1.5 28.137
"63246" 2012032005 0 0.0028 0.0127 2.2 28.136
"63247" 2012032006 0 0.0402 0.0127 4.1 28.139
"63248" 2012032007 0 0.1067 0.0127 5.9 28.148
"63249" 2012032008 0 0.1649 0.0127 8.1 28.146
"63250" 2012032009 0 0.1912 0.0122 9.7 28.138
"63251" 2012032010 0 0.2438 0.0116 11.2 28.125
"63252" 2012032011 0 0.302 0.0116 12.6 28.128
"63253" 2012032012 0 0.266 0.0111 12.4 28.124
"63254" 2012032013 0 0.1524 0.0111 13 28.121
"63255" 2012032014 0 0.1275 0.0111 12.4 28.118
"63256" 2012032015 0 0.0679 0.0111 12.2 28.115
"63257" 2012032016 0 0.0291 0.0111 11.4 28.122
"63258" 2012032017 0 0.0055 0.0111 10.2 28.117
"63259" 2012032018 0 0 0.0116 8.1 28.116
"63260" 2012032019 0 0 0.0116 7.2 28.109
"63261" 2012032020 0 0 0.0116 6 28.112
"63262" 2012032021 0 0 0.0116 7 28.114
"63263" 2012032022 0 0 0.0116 7.3 28.113
"63264" 2012032023 0 0 0.0122 7.7 28.117
"63265" 2012032100 0 0 0.0116 6.2 28.116
"63266" 2012032101 0 0 0.0116 4 28.116
"63267" 2012032102 0 0 0.0116 2.5 28.121
"63268" 2012032103 0 0 0.0116 3 28.126
"63269" 2012032104 0 0 0.0116 1.8 28.124
"63270" 2012032105 0 0.0029 0.0116 1.6 28.129
"63271" 2012032106 0 0.0472 0.0116 5.4 28.129
"63272" 2012032107 0 0.1131 0.0116 8.1 28.145
"63273" 2012032108 0 0.2032 0.0111 10.4 28.138
"63274" 2012032109 0 0.2605 0.0111 12 28.131
"63275" 2012032110 0 0.2977 0.0105 13 28.126
"63276" 2012032111 0 0.3192 0.0105 14 28.115
"63277" 2012032112 0 0.3134 0.01 14.3 28.108
"63278" 2012032113 0 0.2791 0.01 15.4 28.105
"63279" 2012032114 0 0.2261 0.0105 16 28.106
"63280" 2012032115 0 0.1546 0.0105 15.7 28.107
"63281" 2012032116 0 0.073 0.0105 14.3 28.112
"63282" 2012032117 0 0.01 0.0105 11.7 28.106
"63283" 2012032118 0 0 0.0105 8.5 28.094
"63284" 2012032119 0 0 0.0111 9.8 28.096
"63285" 2012032120 0 0 0.0116 8.4 28.097
"63286" 2012032121 0 0 0.0111 8.1 28.102
"63287" 2012032122 0 0 0.0111 5.7 28.109
"63288" 2012032123 0 0 0.0116 6.8 28.109
"63289" 2012032200 0 0 0.0111 6.6 28.117
"63290" 2012032201 0 0 0.0111 5.8 28.111
"63291" 2012032202 0 0 0.0111 6.9 28.117
"63292" 2012032203 0 0 0.0116 5.2 28.115
"63293" 2012032204 0 0 0.0111 4.7 28.127
"63294" 2012032205 0 0.0046 0.0111 5.4 28.117
"63295" 2012032206 0 0.0507 0.0111 7.9 28.12
"63296" 2012032207 0 0.1307 0.0111 10 28.132
"63297" 2012032208 0 0.2153 0.0111 12.2 28.133
"63298" 2012032209 0 0.286 0.0111 14.1 28.125
"63299" 2012032210 0 0.3306 0.0105 15.9 28.118
"63300" 2012032211 0 0.349 0.0105 17.2 28.11
"63301" 2012032212 0 0.3413 0.01 17.8 28.099
"63302" 2012032213 0 0.3029 0.01 17.9 28.1
"63303" 2012032214 0 0.2414 0.01 17.8 28.104
"63304" 2012032215 0 0.1584 0.01 17.3 28.104
"63305" 2012032216 0 0.0769 0.0105 15.9 28.102
"63306" 2012032217 0 0.0123 0.0105 14.4 28.103
"63307" 2012032218 0 0 0.0105 12.4 28.095
"63308" 2012032219 0 0 0.0105 11.9 28.093
"63309" 2012032220 0 0 0.0105 11.4 28.094
"63310" 2012032221 0 0 0.0111 10.3 28.1
"63311" 2012032222 0 0 0.0111 9.7 28.101
"63312" 2012032223 0 0 0.0111 9 28.101
"63313" 2012032300 0 0 0.0111 6.5 28.102
"63314" 2012032301 0 0 0.0111 6.2 28.102
"63315" 2012032302 0 0 0.0111 5.9 28.104
"63316" 2012032303 0 0 0.0111 5.1 28.108
"63317" 2012032304 0 0 0.0105 3.3 28.112
"63318" 2012032305 0 0.0045 0.0105 3.8 28.114
"63319" 2012032306 0 0.0514 0.0105 7.1 28.112
"63320" 2012032307 0 0.1315 0.0105 10.3 28.122
"63321" 2012032308 0 0.2116 0.0105 12.4 28.128
"63322" 2012032309 0 0.2826 0.0105 14.6 28.121
"63323" 2012032310 0 0.3295 0.0105 15.9 28.111
"63324" 2012032311 0 0.3461 0.01 16.9 28.102
"63325" 2012032312 0 0.3356 0.01 18 28.097
"63326" 2012032313 0 0.3008 0.0094 18.4 28.091
"63327" 2012032314 0 0.2449 0.01 18.4 28.095
"63328" 2012032315 0 0.1678 0.01 18.1 28.095
"63329" 2012032316 0 0.0801 0.01 16.5 28.098
"63330" 2012032317 0 0.0136 0.01 15 28.099
"63331" 2012032318 0 0 0.0105 13 28.084
"63332" 2012032319 0 0 0.0105 12.6 28.079
"63333" 2012032320 0 0 0.0105 10 28.087
"63334" 2012032321 0 0 0.0105 10 28.091
"63335" 2012032322 0 0 0.0105 8.3 28.092
"63336" 2012032323 0 0 0.0105 6.4 28.093
"63337" 2012032400 0 0 0.01 7.3 28.094
"63338" 2012032401 0 0 0.01 5.6 28.095
"63339" 2012032402 0 0 0.01 4.8 28.094
"63340" 2012032403 0 0 0.01 4.2 28.102
"63341" 2012032404 0 0 0.01 4.2 28.101
"63342" 2012032405 0 0.0045 0.01 5.1 28.102
"63343" 2012032406 0 0.0524 0.01 7.2 28.104
"63344" 2012032407 0 0.1212 0.01 9.9 28.112
"63345" 2012032408 0 0.2095 0.0094 12.1 28.115
"63346" 2012032409 0 0.2649 0.0094 15.3 28.114
"63347" 2012032410 0 0.2903 0.0089 16.4 28.098
"63348" 2012032411 0 0.3322 0.0089 17.6 28.092
"63349" 2012032412 0 0.2649 0.0089 17.5 28.088
"63350" 2012032413 0 0.2679 0.0083 17.9 28.084
"63351" 2012032414 0 0.2155 0.0089 17.4 28.087
"63352" 2012032415 0 0.1167 0.0089 16.4 28.085
"63353" 2012032416 0 0.0494 0.0089 15.1 28.085
"63354" 2012032417 0 0.0105 0.0089 13 28.082
"63355" 2012032418 0 0 0.0094 10.4 28.076
"63356" 2012032419 0 0 0.0094 10.9 28.077
"63357" 2012032420 0 0 0.0094 9.2 28.08
"63358" 2012032421 0 0 0.0094 8.9 28.079
"63359" 2012032422 0 0 0.0089 7.3 28.084
"63360" 2012032423 0 0 0.0089 5.5 28.086
"63361" 2012032500 0 0 0.0094 4.1 28.085
"63362" 2012032501 0 0 0.0089 4.5 28.086
"63363" 2012032502 0 0 0.0089 4 28.089
"63364" 2012032503 0 0 0.0089 4 28.086
"63365" 2012032504 0 0 0.0089 3.7 28.092
"63366" 2012032505 0 0.0029 0.0083 3.4 28.094
"63367" 2012032506 0 0.0214 0.0083 3.8 28.086
"63368" 2012032507 0 0.0485 0.0083 3.9 28.091
"63369" 2012032508 0 0.1084 0.0083 4.9 28.092
"63370" 2012032509 0 0.2581 0.0083 7.6 28.095
"63371" 2012032510 0 0.3251 0.0083 10.3 28.095
"63372" 2012032511 0 0.3465 0.0083 12.9 28.093
"63373" 2012032512 0 0.3408 0.0083 14.3 28.083
"63374" 2012032513 0 0.3066 0.0083 15.9 28.076
"63375" 2012032514 0 0.251 0.0078 16.2 28.078
"63376" 2012032515 0 0.1754 0.0078 16 28.079
"63377" 2012032516 0 0.097 0.0078 15.4 28.08
"63378" 2012032517 0 0.0185 0.0078 13.9 28.084
"63379" 2012032518 0 0 0.0078 10.4 28.062
"63380" 2012032519 0 0 0.0078 9.9 28.064
"63381" 2012032520 0 0 0.0078 7.8 28.065
"63382" 2012032521 0 0 0.0078 6.3 28.072
"63383" 2012032522 0 0 0.0078 5 28.073
"63384" 2012032523 0 0 0.0078 5 28.076
"63385" 2012032600 0 0 0.0078 3.9 28.082
"63386" 2012032601 0 0 0.0078 2.9 28.09
"63387" 2012032602 0 0 0.0078 2.9 28.086
"63388" 2012032603 0 0 0.0078 1.6 28.087
"63389" 2012032604 0 0 0.0078 1.7 28.096
"63390" 2012032605 0 0.0068 0.0078 1.4 28.092
"63391" 2012032606 0 0.03 0.0078 4 28.094
"63392" 2012032607 0 0.0545 0.0072 5.1 28.097
"63393" 2012032608 0 0.0953 0.0072 6.2 28.093
"63394" 2012032609 0 0.2315 0.0072 9.3 28.084
"63395" 2012032610 0 0.2996 0.0072 12.4 28.095
"63396" 2012032611 0 0.3241 0.0072 14 28.075
"63397" 2012032612 0 0.316 0.0072 15 28.082
"63398" 2012032613 0 0.2874 0.0072 15.9 28.066
"63399" 2012032614 0 0.2125 0.0072 15.8 28.072
"63400" 2012032615 0 0.1553 0.0072 15.3 28.065
"63401" 2012032616 0 0.0749 0.0072 13.7 28.076
"63402" 2012032617 0 0.0123 0.0072 12.5 28.066
"63403" 2012032618 0 0 0.0072 10.1 28.055
"63404" 2012032619 0 0 0.0072 9.2 28.06
"63405" 2012032620 0 0 0.0072 7.8 28.065
"63406" 2012032621 0 0 0.0072 7.1 28.063
"63407" 2012032622 0 0 0.0072 4.9 28.068
"63408" 2012032623 0 0 0.0072 4.8 28.066
"63409" 2012032700 0 0 0.0066 3.2 28.074
"63410" 2012032701 0 0 0.0066 4.5 28.081
"63411" 2012032702 0 0 0.0066 3.3 28.082
"63412" 2012032703 0 0 0.0066 1.6 28.081
"63413" 2012032704 0 0 0.0066 1.4 28.086
"63414" 2012032705 0 0.0074 0.0066 1.5 28.088
"63415" 2012032706 0 0.0625 0.0066 5.1 28.088
"63416" 2012032707 0 0.1323 0.0066 8.2 28.094
"63417" 2012032708 0 0.223 0.0066 11.6 28.094
"63418" 2012032709 0 0.2558 0.0066 13.2 28.083
"63419" 2012032710 0 0.3167 0.0066 15.4 28.073
"63420" 2012032711 0 0.3271 0.0066 16.1 28.071
"63421" 2012032712 0 0.287 0.0066 16.3 28.064
"63422" 2012032713 0 0.2528 0.0066 17.5 28.068
"63423" 2012032714 0 0.2543 0.0066 17.9 28.068
"63424" 2012032715 0 0.174 0.0066 17.2 28.066
"63425" 2012032716 0 0.0892 0.0066 15.6 28.069
"63426" 2012032717 0 0.0178 0.0066 13.1 28.066
"63427" 2012032718 0 0 0.0066 11.4 28.059
"63428" 2012032719 0 0 0.0066 10.3 28.058
"63429" 2012032720 0 0 0.0066 8.8 28.057
"63430" 2012032721 0 0 0.0066 8.8 28.057
"63431" 2012032722 0 0 0.0066 7.5 28.063
"63432" 2012032723 0 0 0.0066 4.6 28.062
"63433" 2012032800 0 0 0.0066 5.2 28.067
"63434" 2012032801 0 0 0.0066 4.5 28.072
"63435" 2012032802 0 0 0.0066 3.8 28.069
"63436" 2012032803 0 0 0.0066 1.7 28.079
"63437" 2012032804 0 0 0.0066 1.3 28.077
"63438" 2012032805 0 0.0059 0.0066 1.4 28.08
"63439" 2012032806 0 0.0485 0.0066 4.9 28.085
"63440" 2012032807 0 0.1293 0.0066 9.7 28.084
"63441" 2012032808 0 0.2072 0.0066 12.8 28.087
"63442" 2012032809 0 0.294 0.0066 14.7 28.082
"63443" 2012032810 0 0.3395 0.0061 16.1 28.072
"63444" 2012032811 0 0.3572 0.0061 17.8 28.064
"63445" 2012032812 0 0.3469 0.0066 18.4 28.065
"63446" 2012032813 0 0.3145 0.0061 18.5 28.071
"63447" 2012032814 0 0.2572 0.0066 18.3 28.066
"63448" 2012032815 0 0.1793 0.0066 17.4 28.065
"63449" 2012032816 0 0.0999 0.0066 15.7 28.069
"63450" 2012032817 0 0.0206 0.0066 13.2 28.069
"63451" 2012032818 0 0 0.0066 12.6 28.055
"63452" 2012032819 0 0 0.0066 9.8 28.055
"63453" 2012032820 0 0 0.0066 8.4 28.063
"63454" 2012032821 0 0 0.0066 7.5 28.063
"63455" 2012032822 0 0 0.0066 6.7 28.064
"63456" 2012032823 0 0 0.0066 6.2 28.07
"63457" 2012032900 0 0 0.0066 5.4 28.069
"63458" 2012032901 0 0 0.0066 5.7 28.071
"63459" 2012032902 0 0 0.0066 3.2 28.076
"63460" 2012032903 0 0 0.0066 6.2 28.07
"63461" 2012032904 0 0 0.0066 7.3 28.075
"63462" 2012032905 0 0.0029 0.0066 7.6 28.074
"63463" 2012032906 0 0.0175 0.0066 8.3 28.074
"63464" 2012032907 0 0.0626 0.0066 9 28.07
"63465" 2012032908 0 0.0976 0.0066 9.5 28.076
"63466" 2012032909 0 0.1238 0.0066 10.7 28.071
"63467" 2012032910 0 0.1617 0.0066 10.9 28.073
"63468" 2012032911 0 0.1122 0.0066 10.4 28.066
"63469" 2012032912 0 0.1209 0.0066 10.7 28.067
"63470" 2012032913 0 0.1034 0.0066 10.6 28.067
"63471" 2012032914 0 0.1297 0.0066 11.3 28.065
"63472" 2012032915 0 0.1224 0.0066 10.9 28.065
"63473" 2012032916 0 0.0335 0.0066 9.7 28.068
"63474" 2012032917 0 0.0117 0.0066 9 28.061
"63475" 2012032918 0 0 0.0066 8.8 28.07
"63476" 2012032919 0 0 0.0066 8.7 28.068
"63477" 2012032920 0 0 0.0066 8.7 28.063
"63478" 2012032921 0 0 0.0066 8.3 28.059
"63479" 2012032922 0.1 0 0.0066 8.5 28.066
"63480" 2012032923 0 0 0.0066 8.7 28.064
"63481" 2012033000 0 0 0.0066 8.5 28.064
"63482" 2012033001 0.1 0 0.0066 8 28.057
"63483" 2012033002 0.4 0 0.0066 7.8 28.062
"63484" 2012033003 0.2 0 0.0066 7.8 28.066
"63485" 2012033004 0.2 0 0.0072 7.9 28.067
"63486" 2012033005 0.1 0.0027 0.0072 7.9 28.069
"63487" 2012033006 0.1 0.0108 0.0072 7.8 28.064
"63488" 2012033007 0 0.0244 0.0066 7.9 28.067
"63489" 2012033008 0 0.0379 0.0066 8.2 28.066
"63490" 2012033009 0 0.0825 0.0072 8.9 28.065
"63491" 2012033010 0 0.0961 0.0066 9.9 28.068
"63492" 2012033011 0 0.1718 0.0072 10.1 28.061
"63493" 2012033012 0 0.2381 0.0066 10.4 28.068
"63494" 2012033013 0 0.18 0.0066 10.6 28.068
"63495" 2012033014 0 0.138 0.0066 10.7 28.067
"63496" 2012033015 0 0.0582 0.0066 10.1 28.062
"63497" 2012033016 0 0.0487 0.0066 9.1 28.065
"63498" 2012033017 0 0.0108 0.0066 8.6 28.062
"63499" 2012033018 0 0 0.0066 8.1 28.058
"63500" 2012033019 0 0 0.0066 7.9 28.064
"63501" 2012033020 0 0 0.0066 7.4 28.058
"63502" 2012033021 0.1 0 0.0072 7.1 28.062
"63503" 2012033022 0 0 0.0072 7.2 28.065
"63504" 2012033023 0 0 0.0072 7 28.065
"63505" 2012033100 0 0 0.0072 7 28.063
"63506" 2012033101 0 0 0.0072 7.1 28.065
"63507" 2012033102 0 0 0.0072 7.4 28.068
"63508" 2012033103 0 0 0.0066 7.7 28.07
"63509" 2012033104 0 0 0.0066 8 28.074
"63510" 2012033105 0 0.0025 0.0066 7.6 28.073
"63511" 2012033106 0 0.0199 0.0066 7.4 28.076
"63512" 2012033107 0 0.0511 0.0066 8 28.074
"63513" 2012033108 0 0.0511 0.0066 7.5 28.078
"63514" 2012033109 0 0.1034 0.0066 7.7 28.072
"63515" 2012033110 0 0.0859 0.0066 7.6 28.079
"63516" 2012033111 0 0.1407 0.0066 8 28.071
"63517" 2012033112 0 0.1295 0.0061 7.9 28.071
"63518" 2012033113 0 0.1557 0.0061 7.2 28.067
"63519" 2012033114 0 0.0834 0.0061 7.4 28.074
"63520" 2012033115 0 0.0984 0.0061 6.9 28.071
"63521" 2012033116 0 0.0585 0.0061 7.3 28.065
"63522" 2012033117 0 0.0199 0.0061 5.1 28.068
"63523" 2012033118 0 0 0.0061 3.4 28.067
"63524" 2012033119 0 0 0.0061 1.4 28.066
"63525" 2012033120 0 0 0.0061 0.6 28.066
"63526" 2012033121 0 0 0.0061 1.1 28.069
"63527" 2012033122 0 0 0.0061 0.4 28.072
"63528" 2012033123 0 0 0.0061 -0.7 28.069
"63529" 2012040100 0 0 0.0055 -2.2 28.076
"63530" 2012040101 0 0 0.0055 -2.8 28.072
"63531" 2012040102 0 0 0.0055 -2 28.075
"63532" 2012040103 0 0 0.0055 -2.6 28.071
"63533" 2012040104 0 0 0.0055 -3.1 28.08
"63534" 2012040105 0 0.019 0.0055 -1.5 28.078
"63535" 2012040106 0 0.0916 0.0055 2 28.085
"63536" 2012040107 0 0.1356 0.0055 4.9 28.092
"63537" 2012040108 0 0.1118 0.0055 5.3 28.077
"63538" 2012040109 0 0.1998 0.0055 6.4 28.053
"63539" 2012040110 0 0.0952 0.0055 6.8 28.053
"63540" 2012040111 0 0.1308 0.0055 7.8 28.05
"63541" 2012040112 0 0.1511 0.0055 9 28.05
"63542" 2012040113 0 0.1249 0.0055 9.2 28.048
"63543" 2012040114 0 0.0749 0.0055 9 28.047
"63544" 2012040115 0 0.1047 0.0055 8.6 28.047
"63545" 2012040116 0 0.044 0.0055 7.8 28.046
"63546" 2012040117 0 0.0167 0.0055 6.5 28.045
"63547" 2012040118 0 0 0.0055 6 28.043
"63548" 2012040119 0 0 0.0055 5.1 28.049
"63549" 2012040120 0 0 0.0055 5 28.049
"63550" 2012040121 0 0 0.0055 4.3 28.051
"63551" 2012040122 0 0 0.0055 4.9 28.049
"63552" 2012040123 0 0 0.0055 5 28.053
