"date" "P" "ETpot" "Q" "T" "GWL"
"69550" 2012120721 0 0 0.0211 -3.2 28.198
"69551" 2012120722 0 0 0.0208 -4.9 28.2
"69552" 2012120723 0 0 0.0203 -4.6 28.197
"69553" 2012120800 0 0 0.0196 -5.6 28.194
"69554" 2012120801 0 0 0.0193 -6.6 28.188
"69555" 2012120802 0 0 0.0188 -9.6 28.189
"69556" 2012120803 0 0 0.0176 -9.7 28.184
"69557" 2012120804 0 0 0.0167 -9.2 28.185
"69558" 2012120805 0 0 0.0156 -8.2 28.183
"69559" 2012120806 0 0 0.0156 -8.6 28.182
"69560" 2012120807 0 0.0017 0.0162 -9.1 28.187
"69561" 2012120808 0 0.0136 0.0165 -8.4 28.18
"69562" 2012120809 0 0.0484 0.0162 -4.6 28.186
"69563" 2012120810 0 0.0722 0.0156 -4.2 28.179
"69564" 2012120811 0 0.0892 0.0153 -3.4 28.174
"69565" 2012120812 0 0.0934 0.0153 -2.4 28.169
"69566" 2012120813 0 0.0603 0.0156 -2.5 28.175
"69567" 2012120814 0 0.0195 0.0153 -3.4 28.173
"69568" 2012120815 0 0.0017 0.0153 -4.3 28.186
"69569" 2012120816 0 0 0.0151 -5.8 28.173
"69570" 2012120817 0 0 0.0151 -4.7 28.178
"69571" 2012120818 0 0 0.0149 -3.3 28.172
"69572" 2012120819 0 0 0.0147 -2.5 28.17
"69573" 2012120820 0 0 0.0147 -1.8 28.17
"69574" 2012120821 0 0 0.0145 -1.8 28.167
"69575" 2012120822 0 0 0.0147 -1.4 28.17
"69576" 2012120823 0 0 0.0147 -1.2 28.168
"69577" 2012120900 0 0 0.0147 -0.8 28.168
"69578" 2012120901 0.1 0 0.0149 -0.2 28.168
"69579" 2012120902 0.8 0 0.0153 -0.1 28.171
"69580" 2012120903 0.9 0 0.0153 0.1 28.171
"69581" 2012120904 0.8 0 0.0156 0.7 28.167
"69582" 2012120905 1 0 0.0162 1.1 28.176
"69583" 2012120906 0.3 0 0.0169 1.2 28.174
"69584" 2012120907 0.5 0 0.0181 1.6 28.173
"69585" 2012120908 0.6 0.0027 0.0196 2 28.177
"69586" 2012120909 0.6 0.0067 0.0211 2.7 28.176
"69587" 2012120910 0.8 0.012 0.024 3.7 28.177
"69588" 2012120911 0.4 0.02 0.03 4.5 28.18
"69589" 2012120912 0.1 0.024 0.0341 5.2 28.189
"69590" 2012120913 0.4 0.0213 0.0373 5.8 28.206
"69591" 2012120914 1.2 0.0133 0.0429 5.5 28.228
"69592" 2012120915 0 0 0.051 4.5 28.255
"69593" 2012120916 0 0 0.0572 4.2 28.264
"69594" 2012120917 0.4 0 0.063 3 28.285
"69595" 2012120918 0.4 0 0.069 4 28.297
"69596" 2012120919 0 0 0.0744 3.9 28.304
"69597" 2012120920 0 0 0.0774 2.5 28.319
"69598" 2012120921 0 0 0.0795 3.6 28.323
"69599" 2012120922 0.3 0 0.081 4.1 28.326
"69600" 2012120923 0.6 0 0.0821 4.7 28.337
"69601" 2012121000 0.5 0 0.0831 4.8 28.338
"69602" 2012121001 0.3 0 0.0847 4.5 28.338
"69603" 2012121002 0 0 0.0863 4.5 28.345
"69604" 2012121003 0.1 0 0.0874 4.5 28.341
"69605" 2012121004 0 0 0.0891 4.3 28.344
"69606" 2012121005 0 0 0.0891 3.3 28.349
"69607" 2012121006 0 0 0.0885 3.6 28.354
"69608" 2012121007 0.2 0.0011 0.0874 3.1 28.352
"69609" 2012121008 0.1 0.0088 0.0858 3.1 28.356
"69610" 2012121009 0 0.022 0.0847 3.6 28.349
"69611" 2012121010 0.1 0.0187 0.0837 3.3 28.353
"69612" 2012121011 0 0.0198 0.0821 2.9 28.35
"69613" 2012121012 0 0.0121 0.0805 2.4 28.348
"69614" 2012121013 0 0.0143 0.0789 1.8 28.349
"69615" 2012121014 0 0.0033 0.0779 1.2 28.352
"69616" 2012121015 0 0 0.0769 1.3 28.348
"69617" 2012121016 0 0 0.0754 1.2 28.341
"69618" 2012121017 0 0 0.0739 0.8 28.338
"69619" 2012121018 0 0 0.0729 0.9 28.343
"69620" 2012121019 0 0 0.0714 0.8 28.343
"69621" 2012121020 0 0 0.07 0.8 28.341
"69622" 2012121021 0 0 0.069 0.5 28.341
"69623" 2012121022 0 0 0.0671 0.4 28.335
"69624" 2012121023 0.1 0 0.0662 0.2 28.334
"69625" 2012121100 0 0 0.0652 0.2 28.331
"69626" 2012121101 0 0 0.0643 -0.3 28.33
"69627" 2012121102 0 0 0.0634 -0.1 28.331
"69628" 2012121103 0 0 0.0625 0.1 28.328
"69629" 2012121104 0 0 0.0612 0.1 28.332
"69630" 2012121105 0 0 0.0603 -0.3 28.321
"69631" 2012121106 0 0 0.0589 -1.3 28.319
"69632" 2012121107 0 0.002 0.0581 -2.5 28.317
"69633" 2012121108 0 0.0305 0.0568 -1.4 28.317
"69634" 2012121109 0 0.066 0.0555 -0.5 28.307
"69635" 2012121110 0 0.0808 0.0542 0 28.305
"69636" 2012121111 0 0.0729 0.0534 0.3 28.298
"69637" 2012121112 0 0.0778 0.053 0.6 28.295
"69638" 2012121113 0 0.0532 0.0522 0.4 28.296
"69639" 2012121114 0 0.0158 0.0518 0.6 28.298
"69640" 2012121115 0 0.001 0.0518 0.2 28.294
"69641" 2012121116 0 0 0.0514 -0.2 28.29
"69642" 2012121117 0 0 0.0506 -0.8 28.287
"69643" 2012121118 0 0 0.0502 -2.1 28.289
"69644" 2012121119 0 0 0.0502 -1.9 28.293
"69645" 2012121120 0 0 0.049 -1.2 28.286
"69646" 2012121121 0 0 0.0486 -0.8 28.288
"69647" 2012121122 0 0 0.0482 -0.3 28.283
"69648" 2012121123 0 0 0.0478 -0.1 28.281
"69649" 2012121200 0 0 0.0474 0.1 28.281
"69650" 2012121201 0 0 0.047 0.1 28.275
"69651" 2012121202 0.1 0 0.0466 0.4 28.275
"69652" 2012121203 0.3 0 0.0463 0 28.273
"69653" 2012121204 1.1 0 0.0463 -0.1 28.271
"69654" 2012121205 0.8 0 0.047 -0.2 28.27
"69655" 2012121206 0.1 0 0.047 -0.1 28.265
"69656" 2012121207 0.1 0.0013 0.0466 0 28.269
"69657" 2012121208 0.6 0.0131 0.0459 0.3 28.265
"69658" 2012121209 0.8 0.0248 0.0447 0.6 28.266
"69659" 2012121210 0.9 0.0288 0.0444 0.4 28.26
"69660" 2012121211 1 0.0314 0.044 0.3 28.263
"69661" 2012121212 0.7 0.0405 0.044 0.8 28.256
"69662" 2012121213 0 0.0405 0.0444 0.8 28.257
"69663" 2012121214 0 0.0183 0.0444 0.6 28.255
"69664" 2012121215 0 0.0013 0.0444 1 28.251
"69665" 2012121216 0 0 0.044 0.5 28.249
"69666" 2012121217 0 0 0.044 -0.4 28.25
"69667" 2012121218 0 0 0.0429 -0.9 28.255
"69668" 2012121219 0 0 0.0425 -1.2 28.258
"69669" 2012121220 0 0 0.0422 -2 28.25
"69670" 2012121221 0 0 0.0414 -2.3 28.252
"69671" 2012121222 0 0 0.0407 -2.7 28.249
"69672" 2012121223 0 0 0.0404 -1.7 28.247
"69673" 2012121300 0 0 0.04 -1.6 28.24
"69674" 2012121301 0 0 0.0397 -2 28.245
"69675" 2012121302 0 0 0.0393 -2.1 28.248
"69676" 2012121303 0 0 0.0393 -2 28.241
"69677" 2012121304 0 0 0.039 -2.1 28.239
"69678" 2012121305 0 0 0.0393 -2.2 28.24
"69679" 2012121306 0 0 0.0386 -2.6 28.241
"69680" 2012121307 0 0.0012 0.0383 -3.7 28.245
"69681" 2012121308 0 0.0185 0.0383 -2.5 28.244
"69682" 2012121309 0 0.0392 0.0383 -2 28.233
"69683" 2012121310 0 0.0669 0.0376 -1.6 28.235
"69684" 2012121311 0 0.0854 0.0373 -1.2 28.232
"69685" 2012121312 0 0.0462 0.0373 -2.3 28.237
"69686" 2012121313 0 0.03 0.0369 -2.1 28.24
"69687" 2012121314 0 0.0115 0.0369 -2.3 28.24
"69688" 2012121315 0 0.0012 0.0373 -2.6 28.241
"69689" 2012121316 0 0 0.0369 -2.5 28.233
"69690" 2012121317 0 0 0.0369 -2.3 28.237
"69691" 2012121318 0 0 0.0369 -3.3 28.235
"69692" 2012121319 0 0 0.0364 -3.2 28.232
"69693" 2012121320 0 0 0.0361 -2.4 28.228
"69694" 2012121321 0 0 0.0354 -1.6 28.23
"69695" 2012121322 0 0 0.0351 -0.9 28.229
"69696" 2012121323 0.2 0 0.0351 -0.4 28.228
"69697" 2012121400 0.2 0 0.0348 0 28.226
"69698" 2012121401 0 0 0.0348 0.2 28.236
"69699" 2012121402 0 0 0.0348 0.4 28.233
"69700" 2012121403 0 0 0.0345 0.6 28.226
"69701" 2012121404 0 0 0.0345 1 28.23
"69702" 2012121405 0 0 0.0338 1.2 28.23
"69703" 2012121406 0 0 0.0338 1.3 28.223
"69704" 2012121407 0 0.002 0.0341 1.6 28.22
"69705" 2012121408 0 0.0108 0.0338 1.9 28.223
"69706" 2012121409 0 0.0363 0.0338 2.7 28.216
"69707" 2012121410 0 0.051 0.0345 2.8 28.219
"69708" 2012121411 0 0.0412 0.0348 3 28.218
"69709" 2012121412 0 0.0363 0.0361 3.3 28.215
"69710" 2012121413 0 0.0147 0.0376 3.6 28.215
"69711" 2012121414 0 0.0069 0.0404 4 28.223
"69712" 2012121415 0.5 0.001 0.0444 4.1 28.237
"69713" 2012121416 2 0 0.0498 4.2 28.249
"69714" 2012121417 2.4 0 0.063 5.5 28.272
"69715" 2012121418 1.7 0 0.0831 6.8 28.29
"69716" 2012121419 0.7 0 0.1096 7.1 28.309
"69717" 2012121420 0.7 0 0.1412 7.6 28.335
"69718" 2012121421 0 0 0.1717 8 28.346
"69719" 2012121422 0 0 0.1884 8.2 28.364
"69720" 2012121423 0 0 0.1892 8.7 28.381
"69721" 2012121500 0 0 0.1824 8.7 28.388
"69722" 2012121501 1 0 0.1725 8.4 28.4
"69723" 2012121502 0 0 0.1661 8.5 28.397
"69724" 2012121503 0 0 0.1638 8.5 28.409
"69725" 2012121504 0 0 0.1677 8.4 28.41
"69726" 2012121505 0 0 0.1693 8.2 28.407
"69727" 2012121506 0 0 0.1645 8.1 28.416
"69728" 2012121507 0 0.0014 0.1591 6.9 28.424
"69729" 2012121508 0 0.0278 0.1537 7.8 28.417
"69730" 2012121509 0 0.0694 0.1477 8.5 28.417
"69731" 2012121510 0 0.0875 0.1426 8.7 28.405
"69732" 2012121511 0 0.0458 0.139 8.8 28.403
"69733" 2012121512 0 0.0319 0.1341 8.9 28.402
"69734" 2012121513 0 0.0264 0.1306 9 28.404
"69735" 2012121514 0 0.0083 0.1272 8.8 28.411
"69736" 2012121515 0 0.0014 0.1238 8.8 28.404
"69737" 2012121516 0 0 0.1205 9.1 28.407
"69738" 2012121517 0 0 0.1179 9 28.407
"69739" 2012121518 0.1 0 0.114 8.5 28.404
"69740" 2012121519 0 0 0.1121 8.8 28.407
"69741" 2012121520 0.1 0 0.1109 7.8 28.404
"69742" 2012121521 0.5 0 0.1096 7.7 28.395
"69743" 2012121522 0.8 0 0.1084 7.1 28.397
"69744" 2012121523 0.2 0 0.109 7.4 28.395
"69745" 2012121600 0.3 0 0.1096 7.5 28.392
"69746" 2012121601 0 0 0.109 7.6 28.393
"69747" 2012121602 0 0 0.1102 7.5 28.392
"69748" 2012121603 0 0 0.1115 7.5 28.391
"69749" 2012121604 0.2 0 0.1109 7.3 28.395
"69750" 2012121605 0.1 0 0.1102 7.3 28.388
"69751" 2012121606 0 0 0.1096 7.2 28.391
"69752" 2012121607 0.1 9e-04 0.1078 7.3 28.39
"69753" 2012121608 0 0.0093 0.1065 7.4 28.392
"69754" 2012121609 0 0.0084 0.1041 7.6 28.386
"69755" 2012121610 0 0.015 0.1023 7.8 28.385
"69756" 2012121611 0 0.0346 0.1005 8.1 28.383
"69757" 2012121612 0 0.015 0.0999 7.9 28.38
"69758" 2012121613 0 0.0103 0.0976 7.6 28.38
"69759" 2012121614 0.2 0.0056 0.0964 7.3 28.376
"69760" 2012121615 0 9e-04 0.0958 6.9 28.381
"69761" 2012121616 0.1 0 0.0947 7.1 28.377
"69762" 2012121617 0 0 0.093 6.8 28.377
"69763" 2012121618 0.1 0 0.0919 6.4 28.375
"69764" 2012121619 0 0 0.0907 6.6 28.369
"69765" 2012121620 0 0 0.0902 6.4 28.369
"69766" 2012121621 0 0 0.0891 6.4 28.371
"69767" 2012121622 0 0 0.0885 6.2 28.367
"69768" 2012121623 0 0 0.0874 6 28.364
"69769" 2012121700 0 0 0.0869 6.1 28.36
"69770" 2012121701 0.1 0 0.0858 6 28.362
"69771" 2012121702 0 0 0.0853 5.9 28.36
"69772" 2012121703 0 0 0.0837 5.9 28.359
"69773" 2012121704 0.3 0 0.0831 5.9 28.353
"69774" 2012121705 0 0 0.0826 6 28.351
"69775" 2012121706 0 0 0.0826 5.7 28.349
"69776" 2012121707 0.1 0 0.0821 6.1 28.353
"69777" 2012121708 0 0.0067 0.0815 6.6 28.346
"69778" 2012121709 0.1 0.009 0.081 6.9 28.347
"69779" 2012121710 0 0.0236 0.08 7.4 28.345
"69780" 2012121711 0.1 0.0247 0.0789 7.6 28.341
"69781" 2012121712 0 0.0225 0.0789 7.7 28.339
"69782" 2012121713 0.6 0.0112 0.0789 7.5 28.334
"69783" 2012121714 2.5 0.0022 0.08 6.8 28.335
"69784" 2012121715 1.2 0 0.0858 6.3 28.336
"69785" 2012121716 0.1 0 0.0953 6.6 28.336
"69786" 2012121717 0 0 0.1078 6.4 28.332
"69787" 2012121718 0 0 0.1245 6.6 28.348
"69788" 2012121719 0.1 0 0.1341 6.3 28.357
"69789" 2012121720 0 0 0.1355 6.5 28.371
"69790" 2012121721 0 0 0.1348 6.5 28.38
"69791" 2012121722 0.1 0 0.1327 6.4 28.376
"69792" 2012121723 0 0 0.1299 6.4 28.381
"69793" 2012121800 0.3 0 0.1272 6.1 28.38
"69794" 2012121801 0 0 0.1245 6 28.379
"69795" 2012121802 0 0 0.1218 5.8 28.386
"69796" 2012121803 0 0 0.1198 5.6 28.382
"69797" 2012121804 0 0 0.1179 5.5 28.384
"69798" 2012121805 0 0 0.1147 5 28.383
"69799" 2012121806 0 0 0.1115 4.7 28.385
"69800" 2012121807 0 0 0.1084 4.7 28.388
"69801" 2012121808 0 0.0079 0.1065 4.9 28.382
"69802" 2012121809 2.5 0.0066 0.1047 5.1 28.386
"69803" 2012121810 1 0.0197 0.1078 5.3 28.379
"69804" 2012121811 0.2 0.025 0.1134 5.6 28.377
"69805" 2012121812 0 0.0211 0.1212 5.8 28.376
"69806" 2012121813 0.1 0.0145 0.1299 5.9 28.39
"69807" 2012121814 0 0.0053 0.1362 5.8 28.395
"69808" 2012121815 0.2 0 0.1376 5.6 28.403
"69809" 2012121816 0.1 0 0.1383 5.6 28.404
"69810" 2012121817 0.2 0 0.1376 5.5 28.408
"69811" 2012121818 0 0 0.1355 4.1 28.412
"69812" 2012121819 0 0 0.1334 3.5 28.41
"69813" 2012121820 0 0 0.1299 4.4 28.412
"69814" 2012121821 0 0 0.1285 4 28.411
"69815" 2012121822 0 0 0.1245 4.2 28.412
"69816" 2012121823 0 0 0.1212 4.1 28.41
"69817" 2012121900 0 0 0.1192 4.2 28.409
"69818" 2012121901 0 0 0.1153 4.5 28.415
"69819" 2012121902 0 0 0.1128 4.3 28.407
"69820" 2012121903 0 0 0.1102 4 28.404
"69821" 2012121904 0 0 0.1078 4.3 28.403
"69822" 2012121905 0 0 0.1059 4.3 28.403
"69823" 2012121906 0 0 0.1035 4.3 28.4
"69824" 2012121907 0 0.001 0.1017 4.4 28.398
"69825" 2012121908 0 0.0061 0.0993 4.8 28.396
"69826" 2012121909 0 0.0153 0.097 5 28.394
"69827" 2012121910 0 0.0184 0.0953 5.2 28.393
"69828" 2012121911 0 0.0184 0.093 5.3 28.386
"69829" 2012121912 0 0.0214 0.0913 5.3 28.382
"69830" 2012121913 0 0.0143 0.0902 5.5 28.381
"69831" 2012121914 0 0.0051 0.0885 5.3 28.377
"69832" 2012121915 0 0 0.088 5.4 28.374
"69833" 2012121916 0 0 0.0863 5.3 28.376
"69834" 2012121917 0 0 0.0853 5.1 28.371
"69835" 2012121918 0 0 0.0837 4.9 28.369
"69836" 2012121919 0 0 0.0826 5.1 28.364
"69837" 2012121920 0 0 0.0815 4.9 28.361
"69838" 2012121921 0 0 0.0805 3.8 28.357
"69839" 2012121922 0 0 0.0789 4.2 28.362
"69840" 2012121923 0 0 0.0779 3.9 28.356
"69841" 2012122000 0 0 0.0774 4 28.352
"69842" 2012122001 0 0 0.0759 2.1 28.345
"69843" 2012122002 0 0 0.0754 2.1 28.342
"69844" 2012122003 0 0 0.0749 1.5 28.347
"69845" 2012122004 0 0 0.0739 1.2 28.341
"69846" 2012122005 0 0 0.0729 1.9 28.343
"69847" 2012122006 0 0 0.0719 1.8 28.341
"69848" 2012122007 0 0.0013 0.0719 2.2 28.337
"69849" 2012122008 0 0.0202 0.0709 3 28.333
"69850" 2012122009 0 0.0403 0.07 3.6 28.329
"69851" 2012122010 0 0.0643 0.0695 4.1 28.331
"69852" 2012122011 0 0.0681 0.0685 4.6 28.33
"69853" 2012122012 0 0.058 0.0676 4.3 28.325
"69854" 2012122013 0 0.0328 0.0671 4.4 28.317
"69855" 2012122014 0 0.0139 0.0666 4.2 28.316
"69856" 2012122015 0 0.0013 0.0662 4.1 28.315
"69857" 2012122016 0 0 0.0662 3.8 28.312
"69858" 2012122017 0 0 0.0652 3.8 28.315
"69859" 2012122018 0 0 0.0639 3.7 28.316
"69860" 2012122019 0.1 0 0.063 3.2 28.314
"69861" 2012122020 0.2 0 0.0625 2.4 28.311
"69862" 2012122021 0.4 0 0.0625 2.1 28.306
"69863" 2012122022 0.4 0 0.0621 2.2 28.306
"69864" 2012122023 0.2 0 0.0621 2.1 28.303
"69865" 2012122100 0.2 0 0.0625 1.9 28.304
"69866" 2012122101 0.3 0 0.0625 2 28.303
"69867" 2012122102 0.2 0 0.0634 2.1 28.298
"69868" 2012122103 0.3 0 0.0643 2.1 28.3
"69869" 2012122104 0.6 0 0.0662 2 28.299
"69870" 2012122105 0.5 0 0.0685 1.9 28.3
"69871" 2012122106 0.1 0 0.0714 1.9 28.301
"69872" 2012122107 0.5 0 0.0739 1.9 28.304
"69873" 2012122108 0.3 0.0029 0.0749 2.1 28.301
"69874" 2012122109 0 0.0072 0.0754 2.3 28.309
"69875" 2012122110 0 0.0188 0.0764 2.6 28.305
"69876" 2012122111 0 0.0232 0.0769 2.8 28.309
"69877" 2012122112 0 0.0217 0.0769 2.6 28.32
"69878" 2012122113 0 0.0203 0.0779 2.7 28.318
"69879" 2012122114 0 0.0043 0.0779 2.7 28.319
"69880" 2012122115 0 0.0014 0.0789 2.8 28.328
"69881" 2012122116 0 0 0.0784 2.8 28.323
"69882" 2012122117 0 0 0.0789 2.8 28.323
"69883" 2012122118 0 0 0.0789 2.8 28.32
"69884" 2012122119 0.2 0 0.08 3 28.324
"69885" 2012122120 0.5 0 0.0795 2.9 28.322
"69886" 2012122121 0 0 0.0789 3 28.323
"69887" 2012122122 0 0 0.0784 3.3 28.318
"69888" 2012122123 0 0 0.0784 3.7 28.318
"69889" 2012122200 0 0 0.0784 4.3 28.321
"69890" 2012122201 0 0 0.0784 6.1 28.317
"69891" 2012122202 0.2 0 0.0774 7 28.322
"69892" 2012122203 0.3 0 0.0774 7.1 28.313
"69893" 2012122204 0.1 0 0.0779 7 28.314
"69894" 2012122205 0 0 0.0779 6.8 28.315
"69895" 2012122206 0 0 0.0779 6.8 28.311
"69896" 2012122207 0 0 0.0779 6.7 28.311
"69897" 2012122208 0 0.0068 0.0784 6.7 28.315
"69898" 2012122209 0 0.0135 0.0779 6.8 28.312
"69899" 2012122210 0 0.0243 0.0779 7.2 28.312
"69900" 2012122211 0 0.0257 0.0769 7.4 28.307
"69901" 2012122212 0 0.0189 0.0764 7.5 28.304
"69902" 2012122213 0.1 0.0068 0.0759 7.3 28.309
"69903" 2012122214 0.3 0.0041 0.0759 6.8 28.306
"69904" 2012122215 0.5 0 0.0764 6.6 28.3
"69905" 2012122216 0.9 0 0.0759 6.7 28.302
"69906" 2012122217 0.3 0 0.0764 6.6 28.298
"69907" 2012122218 0.5 0 0.0764 6.2 28.303
"69908" 2012122219 0.6 0 0.0769 5.9 28.314
"69909" 2012122220 0.6 0 0.0779 5.8 28.319
"69910" 2012122221 1.7 0 0.0907 5.9 28.333
"69911" 2012122222 2 0 0.1115 6.1 28.336
"69912" 2012122223 2.3 0 0.1327 6.4 28.349
"69913" 2012122300 2.3 0 0.1661 7.1 28.36
"69914" 2012122301 1.4 0 0.2141 7.9 28.393
"69915" 2012122302 0.9 0 0.2642 9.2 28.411
"69916" 2012122303 1.1 0 0.2823 10.6 28.432
"69917" 2012122304 1.9 0 0.3207 11.3 28.452
"69918" 2012122305 2.6 0 0.3374 11.4 28.469
"69919" 2012122306 0.9 0 0.3521 11.6 28.48
"69920" 2012122307 0.6 0 0.4162 12 28.503
"69921" 2012122308 0.9 0.0035 0.4428 11.9 28.522
"69922" 2012122309 2 0.0088 0.4414 12 28.542
"69923" 2012122310 1.1 0.0105 0.4442 12.4 28.548
"69924" 2012122311 0 0.0246 0.4499 13.3 28.572
"69925" 2012122312 0 0.0246 0.4557 13 28.587
"69926" 2012122313 0 0.0175 0.4456 13 28.602
"69927" 2012122314 0 0.0105 0.4203 12.4 28.606
"69928" 2012122315 0 0 0.3853 11.5 28.619
"69929" 2012122316 0 0 0.3533 11 28.627
"69930" 2012122317 0 0 0.3278 10.8 28.619
"69931" 2012122318 0 0 0.3068 10.6 28.629
"69932" 2012122319 0 0 0.2867 10.4 28.63
"69933" 2012122320 0.3 0 0.2694 10 28.623
"69934" 2012122321 0.2 0 0.2559 9.9 28.625
"69935" 2012122322 0.4 0 0.2488 9.5 28.623
"69936" 2012122323 0.6 0 0.2448 9.1 28.627
"69937" 2012122400 0 0 0.2488 8.5 28.622
"69938" 2012122401 0 0 0.2508 8.7 28.622
"69939" 2012122402 0 0 0.2468 8.7 28.618
"69940" 2012122403 0.1 0 0.2398 8.6 28.618
"69941" 2012122404 0 0 0.232 8.4 28.618
"69942" 2012122405 0.6 0 0.2263 7.9 28.614
"69943" 2012122406 0.4 0 0.2206 7.7 28.615
"69944" 2012122407 0.4 0 0.2178 7.5 28.615
"69945" 2012122408 0 0.0043 0.2178 7.5 28.611
"69946" 2012122409 0 0.0074 0.2169 7.6 28.607
"69947" 2012122410 0.1 0.0085 0.2141 8.6 28.609
"69948" 2012122411 0 0.0138 0.2104 10.4 28.603
"69949" 2012122412 0 0.033 0.2068 11.2 28.603
"69950" 2012122413 0 0.0234 0.2014 11 28.597
"69951" 2012122414 0 0.0096 0.1979 11.1 28.587
"69952" 2012122415 0 0 0.1944 10.4 28.589
"69953" 2012122416 0 0 0.1892 11.6 28.587
"69954" 2012122417 0 0 0.1858 11.7 28.583
"69955" 2012122418 0 0 0.1808 12.1 28.586
"69956" 2012122419 0 0 0.1774 12.2 28.58
"69957" 2012122420 0 0 0.1725 12 28.572
"69958" 2012122421 0 0 0.1685 12 28.573
"69959" 2012122422 0 0 0.1638 11.3 28.566
"69960" 2012122423 0.3 0 0.1591 9.9 28.562
"69961" 2012122500 0.6 0 0.1552 9.9 28.546
"69962" 2012122501 0.7 0 0.1545 9.5 28.539
"69963" 2012122502 1 0 0.1568 10 28.537
"69964" 2012122503 0.3 0 0.163 10.7 28.522
"69965" 2012122504 0 0 0.1701 11.2 28.526
"69966" 2012122505 0.6 0 0.1758 8.4 28.531
"69967" 2012122506 0.8 0 0.1808 8.6 28.537
"69968" 2012122507 0.4 0 0.1858 8.5 28.534
"69969" 2012122508 0 0.0022 0.1901 7.9 28.535
"69970" 2012122509 0 0.0097 0.1926 7.8 28.54
"69971" 2012122510 0 0.0183 0.1935 8.1 28.546
"69972" 2012122511 0 0.029 0.1909 9 28.539
"69973" 2012122512 0 0.0151 0.1858 9.2 28.539
"69974" 2012122513 0.2 0.0118 0.1808 9 28.535
"69975" 2012122514 0 0.0108 0.1774 8.1 28.537
"69976" 2012122515 0 0.0032 0.1725 8.7 28.533
"69977" 2012122516 0 0 0.1685 9.1 28.536
"69978" 2012122517 0.2 0 0.1645 9.1 28.526
"69979" 2012122518 0 0 0.1606 8.8 28.527
"69980" 2012122519 0 0 0.1568 9 28.531
"69981" 2012122520 0 0 0.1537 8.6 28.525
"69982" 2012122521 0.4 0 0.1492 8.1 28.522
"69983" 2012122522 0 0 0.1477 7.7 28.522
"69984" 2012122523 0.3 0 0.1448 7.4 28.514
"69985" 2012122600 0 0 0.1419 7 28.508
"69986" 2012122601 0 0 0.139 7 28.499
"69987" 2012122602 0 0 0.1376 6.8 28.505
"69988" 2012122603 0 0 0.1362 6.8 28.491
"69989" 2012122604 0 0 0.1334 6.6 28.494
"69990" 2012122605 1.1 0 0.1306 6.3 28.49
"69991" 2012122606 1.4 0 0.1327 5.7 28.482
"69992" 2012122607 0 0 0.139 6.6 28.481
"69993" 2012122608 0 0.007 0.1441 6.7 28.486
"69994" 2012122609 0 0.0239 0.1485 7.2 28.484
"69995" 2012122610 0 0.038 0.15 7.3 28.48
"69996" 2012122611 0 0.031 0.1492 7.2 28.474
"69997" 2012122612 0 0.0479 0.147 7.6 28.479
"69998" 2012122613 0 0.0366 0.1455 7.6 28.474
"69999" 2012122614 0 0.0141 0.1419 7.7 28.474
"70000" 2012122615 0 0.0014 0.1383 7.7 28.472
"70001" 2012122616 0.1 0 0.1348 7.2 28.47
"70002" 2012122617 0 0 0.132 7.8 28.471
"70003" 2012122618 0 0 0.1299 8.2 28.467
"70004" 2012122619 0 0 0.1272 8.7 28.463
"70005" 2012122620 0.4 0 0.1258 8.5 28.453
"70006" 2012122621 1.7 0 0.1245 7.9 28.45
"70007" 2012122622 0.4 0 0.1313 8.5 28.449
"70008" 2012122623 0 0 0.1383 8.6 28.454
"70009" 2012122700 0.7 0 0.1448 8.7 28.457
"70010" 2012122701 0.1 0 0.153 8.8 28.463
"70011" 2012122702 0.1 0 0.1591 8.6 28.476
"70012" 2012122703 0 0 0.1622 8.1 28.479
"70013" 2012122704 0 0 0.1638 7.9 28.481
"70014" 2012122705 0 0 0.1638 7.6 28.483
"70015" 2012122706 0 0 0.1614 7.5 28.484
"70016" 2012122707 0 0.0013 0.1583 7.2 28.48
"70017" 2012122708 0 0.0103 0.1545 7.2 28.48
"70018" 2012122709 0 0.0321 0.15 7.5 28.481
"70019" 2012122710 0.1 0.0295 0.1455 7.5 28.48
"70020" 2012122711 0 0.0692 0.1419 9.1 28.475
"70021" 2012122712 0 0.0321 0.139 8.7 28.473
"70022" 2012122713 0 0.0192 0.1355 8.2 28.468
"70023" 2012122714 0 0.0064 0.1334 7.5 28.465
"70024" 2012122715 0.1 0 0.1313 7 28.468
"70025" 2012122716 0.1 0 0.1278 6.8 28.466
"70026" 2012122717 0 0 0.1251 6.5 28.461
"70027" 2012122718 0 0 0.1218 6.8 28.464
"70028" 2012122719 0 0 0.1192 5.8 28.458
"70029" 2012122720 0 0 0.1166 5.5 28.455
"70030" 2012122721 0 0 0.1134 5.1 28.444
"70031" 2012122722 0 0 0.1109 4.8 28.447
"70032" 2012122723 0 0 0.1078 4.2 28.439
"70033" 2012122800 0 0 0.1053 3.8 28.434
"70034" 2012122801 0 0 0.1029 3.1 28.427
"70035" 2012122802 0 0 0.1011 1.8 28.427
"70036" 2012122803 0 0 0.0987 1 28.416
"70037" 2012122804 0 0 0.097 -0.5 28.416
"70038" 2012122805 0 0 0.0953 0.3 28.409
"70039" 2012122806 0 0 0.0947 0.2 28.412
"70040" 2012122807 0 0.003 0.093 0.4 28.408
"70041" 2012122808 0 0.0281 0.0913 0.9 28.398
