"cW" "cG" "cQ" "SS" "KGE"
"1" 976.460119412281 3780590.44140391 94.7140948171727 0.00173614847669193 0.546990274730766
"2" 298.717386146542 16790839.4686412 13.9189106256235 0.00125828246165524 0.397429141771177
"3" 1664.4343506163 3174165.01555126 11.5165128780063 0.00353196512059083 0.453841229759522
"4" 1096.57237878465 269974.964298308 78.6825744442176 0.00189422020305117 0.349899122835476
"5" 1240.27104435256 2611662.87055239 25.0161536966916 0.00173826748742131 0.708038741089575
"6" 1363.10609975783 4769676.52966268 87.10848312499 0.00214897127170547 0.470181949706463
"7" 984.718032209203 5011779.55842577 88.0170223552268 0.00188914756878508 0.524459595346637
"8" 457.698758588638 785276.294336654 89.1418210449629 0.00175860982555075 0.370895339301282
"9" 759.852113568224 9822688.33918497 50.3825154711958 0.00183472866343878 0.584337063852708
"10" 135.60100301262 6860735.60307268 53.5905189104378 0.00342491262067742 -0.120404028656894
"11" 1551.04062455357 11174317.68612 72.7324517210945 0.0034325004863714 0.193973171568198
"12" 1021.67522289208 8456209.0034131 42.1396713778377 0.0025004084976032 0.458744586793287
"13" 204.791369785788 13101776.0245828 21.0769963366911 0.00247825342436449 0.0999577338957521
"14" 723.787125499919 19235141.7162688 77.3405079625081 0.00199496328333698 0.4977895480646
"15" 812.836769728223 315210.181754082 70.6032955469564 0.00179438737690153 0.365858198060486
"16" 1548.59123329725 7740998.94284736 74.1614490014035 0.00290963360018934 0.308079289379956
"17" 334.452528325608 12907217.4833855 40.7489309853408 0.0014530108495809 0.404887014439928
"18" 1037.36786844605 1060782.65178949 27.3103460406419 0.00103024107456654 0.649721757189587
"19" 950.642210430698 18695954.9594671 22.2041702147108 0.00351125526355012 0.308985386812292
"20" 205.27409402933 10440159.4472351 54.907441344345 0.00270688912970642 0.0652635399987624
"21" 1524.16027179454 1945494.52564679 18.8741592376027 0.00171410522824317 0.741446932306847
"22" 315.386588103138 8879430.86819723 70.7340008600149 0.00181287605113997 0.316569910305551
"23" 1620.97112077824 7587877.32652854 9.90903205983341 0.00649494427509286 0.0221389919736602
"24" 264.913883765461 4175917.94640757 75.399999280693 0.00218084203147581 0.22330728063586
"25" 928.752871814417 13855463.6744782 58.5484015878756 0.00251112906778298 0.40796143028683
"26" 1374.33431645948 6544417.77856555 36.0726746805012 0.00297372705567652 0.390398707017681
"27" 1923.35906752455 7279862.66997177 29.951487874845 0.00406028204789142 0.218135930573454
"28" 1123.09028192563 4790941.01148658 95.849816275062 0.00199456223364784 0.494741231805645
"29" 927.690374047263 7786804.16180287 71.9552180781029 0.00208913054773082 0.493877142481067
"30" 1704.60894722212 8753083.00377801 77.4200072044041 0.0031931140520443 0.240912867132779
"31" 855.07941995468 8457145.97853366 79.2037106091157 0.00200450072178561 0.502532731486486
"32" 1569.68797005783 6521096.89987265 68.892570980126 0.00271731126352581 0.362369140130693
