"d25" "d50" "d75"
"1" 159.193387307873 159.193387307873 159.193387307873
"2" 159.227591977218 159.244759685207 159.279245694414
"3" 159.187130907525 159.239323789774 159.304302523406
"4" 159.172334844187 159.252804854427 159.349568062868
"5" 159.157529028233 159.266247065663 159.394751010255
"6" 158.909365344624 159.090239222528 159.249505003269
"7" 158.917867486424 159.122474122844 159.311475359261
"8" 158.926297008223 159.15457457212 159.37323902058
"9" 158.888124531245 159.148726762927 159.398322216384
"10" 158.670678247662 158.998306444679 159.284049598755
"11" 158.668159564643 159.023534398975 159.33929258274
"12" 158.692920083115 159.071622424035 159.416626460993
"13" 158.672571815137 159.083141869569 159.458568182444
"14" 158.727238219315 159.156648785521 159.560452726609
"15" 158.703965063139 159.165055313076 159.599028218723
"16" 158.601400272142 159.106960342236 159.572841864494
"17" 158.610683126358 159.139129429524 159.633657659021
"18" 158.595326551314 159.150852768165 159.67451638443
"19" 158.556741090742 159.143528413515 159.696800598238
"20" 158.518131041109 159.136077051745 159.718815246149
"21" 158.479495089032 159.128497513457 159.740558161147
"22" 158.487134663706 159.158600673697 159.798669833722
"23" 158.425265538592 159.131843007383 159.801535626529
"24" 158.224589951944 158.991544857263 159.694139437302
"25" 157.885861108709 158.73812123697 159.476758549581
"26" 157.594402660033 158.522937723005 159.296149130465
"27" 157.601710007705 158.55205711046 159.35240675242
"28" 157.608845013327 158.580843114443 159.408144686231
"29" 157.340832056145 158.383958357784 159.244433679527
"30" 156.068340840538 157.362814317154 158.27921669114
"31" 156.097581745889 157.408973357294 158.350921742054
"32" 156.126520689956 157.454448204 158.421652330966
"33" 156.155167095702 157.499361087578 158.491544221605
"34" 156.192427322621 157.55264657561 158.569546880877
"35" 156.253145304647 157.629177456753 158.670549043558
"36" 156.349075674746 157.740737728847 158.806352361214
"37" 156.440555913463 157.847703577871 158.937359441729
"38" 156.530488850392 157.953003474265 159.066515383931
"39" 156.599741202009 158.037532126228 159.174735088052
"40" 156.646839514148 158.099836941669 159.260581515285
"41" 156.677750170958 158.145901062422 159.330051447688
"42" 156.705681912191 158.18894626 159.396378592449
"43" 156.733621211359 158.231972618668 159.462576676404
"44" 156.761576155872 158.275000518863 159.528679349083
"45" 156.789553596775 158.318047202633 159.594716000168
"46" 156.817559379477 158.361127227744 159.660712248675
"47" 156.845598520546 158.404252853975 159.726690377087
"48" 156.873675344506 158.447434372101 159.792669716546
"49" 156.90179359088 158.490680384402 159.858666988551
"50" 156.929956498973 158.533998044136 159.924696608013
"51" 156.958166875905 158.577393260219 159.990770952
"52" 156.986427151949 158.620870872383 160.056900598008
"53" 157.014739426176 158.664434801265 160.123094535184
"54" 157.043105504604 158.708088177153 160.189360351548
"55" 157.071526932514 158.751833450573 160.255704399912
"56" 157.100005022151 158.795672487383 160.322131944899
"57" 157.130525463615 158.841590709616 160.390630863394
"58" 156.937291938069 158.703324959504 160.278692738319
"59" 156.839592240975 158.64465905842 160.244760253792
"60" 156.882357327358 158.702846887186 160.32541766698
"61" 156.93315213346 158.769052107141 160.41405856402
"62" 156.981970635101 158.833274300709 160.500687480705
"63" 157.00399258432 158.87461326693 160.564755849387
"64" 156.949732510956 158.851404388465 160.565276221945
"65" 156.61452828716 158.59404928058 160.335651853417
"66" 156.167425738783 158.243586063457 160.014342937622
"67" 156.195805873132 158.287170897661 160.079962179605
"68" 156.224051181845 158.330512449465 160.14523772664
"69" 155.959103349391 158.1303170378 159.97095608237
"70" 155.987130160772 158.173214999923 160.035538530772
"71" 156.015060996772 158.215907660137 160.099806608197
"72" 156.042931155359 158.258446015521 160.163819151343
"73" 156.070767564454 158.300873123822 160.227627827019
"74" 156.09859092238 158.343225327904 160.291277950545
"75" 156.126417270076 158.385533286582 160.354809212508
"76" 156.154259147456 158.427822843022 160.418256323857
"77" 156.182126445464 158.470115756796 160.481649588368
"78" 156.052284390458 158.381188840871 160.415668346845
"79" 155.967684336257 158.32983343193 160.386613420806
"80" 155.905655394353 158.297201730838 160.375922947728
"81" 155.934701939752 158.340567142128 160.44011802681
"82" 155.978627102679 158.398778432307 160.519100393042
"83" 156.054617967352 158.489024974618 160.630060718357
"84" 155.908378362198 158.390775062546 160.554670867191
"85" 156.001512249442 158.501838453682 160.68655337758
"86" 156.096056891786 158.610564245775 160.815820228286
"87" 156.160931247752 158.689612623447 160.915377387166
"88" 156.198727590809 158.741580946319 160.987824833629
"89" 156.229105196801 158.786127033359 161.052817445234
"90" 156.257034310597 158.828225845589 161.115333756192
"91" 156.285002644297 158.870370340256 161.17787126837
"92" 156.29045478264 158.893736332099 161.221818177159
"93" 156.318511058567 158.935994406109 161.28443081605
"94" 156.188627640226 158.846371367753 161.21653891762
"95" 156.10406777908 158.794558134791 161.185991622159
"96" 156.042123576139 158.761599066229 161.174043101585
"97" 155.75526604213 158.540528469165 160.975752142322
"98" 155.491812103934 158.338767109359 160.796409873786
"99" 155.005630504389 157.950204935519 160.431783659822
"100" 154.722175182651 157.73091293542 160.23460037518
"101" 154.328776595121 157.418957391801 159.945276517704
"102" 154.201570126857 157.329931976498 159.876714679721
"103" 153.502067974171 156.759754822113 159.330572757815
"104" 153.484798334022 156.762394794764 159.352365886644
"105" 153.512397841929 156.802660537094 159.411277013923
"106" 153.551598980448 156.854260233766 159.481306956253
"107" 153.598092811906 156.912931767318 159.55821269649
"108" 153.705239939496 157.032050311654 159.695365662816
"109" 153.759264191324 157.101379809058 159.782708481166
"110" 153.773561017598 157.134335501047 159.833654754562
"111" 153.88204176061 157.254457407551 159.971382843163
"112" 153.700094190261 157.118622231574 159.854161559043
"113" 153.728475621195 157.158566708029 159.911497365367
"114" 153.753852098145 157.195448865102 159.965674286432
"115" 153.757331849085 157.213828719834 160.001362660581
"116" 153.782710347393 157.250655370207 160.055329089023
"117" 153.786213097952 157.269028095702 160.090875028367
"118" 153.745945205098 157.25048148744 160.089621114004
"119" 153.7495086916 157.268926224115 160.125137791933
"120" 153.774994794383 157.305891893049 160.179062872345
"121" 153.778629817097 157.324444695757 160.214631126551
"122" 153.76041514401 157.324587154498 160.231842538545
"123" 153.786042185296 157.361786572392 160.285959485958
"124" 153.811728118215 157.399083204826 160.340176780693
"125" 153.815574101956 157.417987860606 160.376072053332
"126" 153.797578049236 157.418495862975 160.393635299382
"127" 153.823457060448 157.456129147422 160.448224761452
"128" 153.805587847142 157.456849510735 160.466021480613
"129" 153.78779050844 157.45768245627 160.483942318397
"130" 153.832525715204 157.514307418122 160.557577195795
"131" 153.918433124301 157.612128391222 160.672419077803
"132" 154.014347054565 157.720002204365 160.797345283454
"133" 154.136552618437 157.854207822539 160.948629715602
"134" 154.250108257088 157.979826216528 161.091373816934
"135" 154.31520695278 158.057073895497 161.185814974108
"136" 154.365401894852 158.119484229126 161.265468901485
"137" 154.395829646157 158.162197143509 161.325479246799
"138" 154.422572337075 158.201285696861 161.381911883141
"139" 154.449403360498 158.240521715919 161.438538470688
"140" 154.476323802035 158.279906753377 161.495362260119
"141" 154.503334471802 158.31944180562 161.552385657648
"142" 154.530435946352 158.359127395318 161.609610328047
"143" 154.557628602621 158.398963641922 161.667037285879
"144" 154.584912645682 158.438950321928 161.724666976247
"145" 154.612288131683 158.479086920438 161.782499346295
"146" 154.639754987021 158.519372675335 161.84053390849
"147" 154.66731302451 158.559806615168 161.898769796618
"148" 154.650701851598 158.562871635568 161.919641944178
"149" 154.656300523421 158.58482188355 161.959462594068
