"cW" "cG" "cQ" "SS_P" "KGE_P" "KGE_ET" "KGE_COMP"
"1" 447.628395705484 9598951.46838389 95.5904783720616 0.00158348484695557 0.475440069018898 0.751746511481918 0.613593290250408
"2" 1613.57298279903 13721759.2221219 56.0621340665966 0.00402031182169258 0.112795621937544 0.773932205117848 0.443363913527696
"3" 363.486210507108 13771630.7671508 35.6559426130261 0.00127649801014258 0.478182044917062 0.713039840531811 0.595610942724436
"4" 425.74672967731 10280719.2756562 73.3943503848277 0.00147693136560876 0.488879854483149 0.742173515440256 0.615526684961702
"5" 193.071549861925 12250530.2934675 94.7258781197015 0.00297889012905792 -0.00086937379674823 0.642643713186114 0.320887169694683
"6" 230.448812998366 9921154.67814729 97.5312634722795 0.00260195716130023 0.103690749679637 0.662633285497011 0.383162017588324
"7" 163.06849283888 19630981.2459163 32.2489682885353 0.00321625672370941 -0.0791299894081245 0.619647033793645 0.27025852219276
"8" 212.192898411304 5436616.38421472 47.4078494096175 0.00253781836303975 0.120020162956352 0.670729291856984 0.395374727406668
"9" 135.398227004334 12436862.1305563 11.8505267614964 0.00347171709764259 -0.148341596191969 0.619517472465374 0.235587938136702
"10" 1291.13910642732 15361751.7170962 35.7706038570032 0.00407534495178633 0.161013759891731 0.791118639530352 0.476066199711042
"11" 1919.14654903184 1806748.11159261 82.8049386807252 0.00152478355466164 0.580281543178911 0.81853427750787 0.699407910343391
"12" 687.66255374602 12608425.835846 13.3142365412787 0.00206646154716333 0.643199377764329 0.83317133626934 0.738185357016835
"13" 898.665095641976 10568500.5469713 26.3263776635285 0.00261610978895273 0.478258057058698 0.839307905925045 0.658782981491871
"14" 1048.37967348192 2403616.51631538 79.8737523672171 0.00151437081029036 0.588077913536665 0.817007749944003 0.702542831740334
"15" 1234.90952681773 11937877.8498387 12.85391689674 0.00545962841970239 0.0939850706580562 0.807500316760661 0.450742693709358
"16" 1949.61975954124 9928261.98830735 23.1558875807095 0.00536868832814363 0.042674640414418 0.781501063052068 0.412087851733243
"17" 175.72669425793 4137190.80130104 20.542481332086 0.00279030754673206 0.0623023097081293 0.667276215631102 0.364789262669616
"18" 1593.50733669335 1526250.78686979 65.9874715381302 0.00137536119578525 0.602941378732718 0.808173910762637 0.705557644747677
"19" 1327.51896662056 160942.034074105 84.080109811388 0.00214635943923126 0.311245431446837 0.752020261822244 0.531632846634541
"20" 1587.64380011288 429612.057027407 25.0929925728124 0.00113776611910613 0.495522499172672 0.765037129237648 0.63027981420516
"21" 500.766306751408 17686399.9460125 25.8540100306273 0.0011310921798226 0.730685638673689 0.781491089278878 0.756088363976283
"22" 267.05509761977 1228616.09105021 78.9979513378348 0.0021791407357897 0.263236543714124 0.71905987951757 0.491148211615847
"23" 465.479032878764 1492318.85084882 89.0883769344073 0.00161032900460277 0.415485295060429 0.745973546388563 0.580729420724496
"24" 1480.21145346621 6052786.95828747 79.7735335468315 0.00250496221306369 0.394075417625486 0.83194488772144 0.613010152673463
"25" 1077.94467156869 7874453.0378608 79.2956645837985 0.0023516361877132 0.423663183379165 0.836624702574684 0.630143942976924
"26" 14.8389170833398 9113673.55950642 65.5994694663677 0.00367728712260463 -0.215775111695747 0.621433139338999 0.202829013821626
"27" 376.765869222349 10128583.7755539 31.286113234004 0.00117873932614091 0.512817784400654 0.720747748961634 0.616782766681144
"28" 370.668698261492 17626419.7402401 49.8560362160206 0.00140956280470477 0.4591358538821 0.714972695235736 0.587054274558918
"29" 1576.92180341412 8250569.68254503 19.0122335490305 0.00481499118381119 0.155651695713637 0.809144842686859 0.482398269200248
"30" 240.621319276048 3396959.60143581 3.22963394084945 0.00160289199131896 0.302803054137678 0.693105139810596 0.497954096974137
"31" 1036.01444577891 10563630.1991763 73.4006754150614 0.00253416533512876 0.383890758035236 0.831666041185437 0.607778399610337
"32" 1803.31165909162 16589188.2539727 28.022452654317 0.0057834567507124 -0.0646833776707854 0.747569463686659 0.341443043007937
"33" 746.310276210774 19458191.8997923 41.8082684173714 0.00207939149129856 0.536853701900438 0.839794417117033 0.688324059508735
"34" 153.91055590217 5791337.68330794 75.4276377095375 0.00324522482405266 -0.0591246774713956 0.649517258604477 0.295196290566541
"35" 1912.95117685548 12690861.933236 93.6596403466538 0.00379252848164157 0.0913271736451509 0.765865301258925 0.428596237452038
"36" 408.17010792275 10884461.5448499 94.8300896093715 0.0016327125538732 0.435648965716553 0.733568301999388 0.58460863385797
"37" 431.595920821885 8972292.85652284 9.77576803253032 0.000855459616551054 0.716013647925047 0.746616091534737 0.731314869729892
"38" 443.851009534905 7071866.88389629 2.996778359171 0.0010027685103289 0.75857482639031 0.751656870022907 0.755115848206609
"39" 1514.04058931954 2252492.63427686 88.2893318464048 0.00161212519742593 0.57120589726232 0.824893405916738 0.698049651589529
"40" 303.839043729939 12620762.3173948 83.7632220210508 0.00196095094328261 0.277092754596658 0.688341275912319 0.482717015254488
"41" 1727.92689149128 13669805.4540437 71.6596323687118 0.003921826838787 0.0976264333913115 0.768169882658979 0.432898158025145
"42" 405.096629234031 12647227.9852955 15.8473694981076 0.000918442595783197 0.63988291738906 0.734041287082266 0.686962102235663
"43" 1429.2218759337 19773431.928386 76.0115247934591 0.00390671240741729 0.0847093881960074 0.764732644310905 0.424721016253456
"44" 676.515790282283 14437404.5469565 92.5030187347438 0.00183952632834805 0.518438222734342 0.831792996841619 0.675115609787981
"45" 1744.03630728391 717354.306438938 65.204215260921 0.0013820227314372 0.489371764493153 0.77862079477691 0.633996279635032
"46" 212.527746725595 14413886.1169806 94.8889312318061 0.00278779978904675 0.047377144083804 0.647911730372543 0.347644437228173
"47" 1970.16994040716 8937795.32529879 16.3293807955924 0.00607332931997981 0.00358316653148927 0.788188334053172 0.39588575029233
"48" 1789.80412241514 8313295.59956212 47.4885861955117 0.00356878086913077 0.233674274758349 0.803633341111793 0.518653807935071
"49" 1076.04226347036 682258.079503663 85.7417062395252 0.00156569916621612 0.437176125867898 0.77125977797651 0.604217951922204
"50" 607.380488349823 3446900.41937865 77.010031967191 0.00141299356975679 0.563423401887888 0.786993405794897 0.675208403841393
"51" 1495.01855994482 2955281.16852511 82.3365509242285 0.00176452178350094 0.561166961478211 0.834705275776224 0.697936118627218
"52" 1202.54923151108 6339954.95743584 27.3411029356066 0.00291169563465794 0.435987702817996 0.837410233832255 0.636698968325126
"53" 588.816780339228 8942525.20906739 43.070704593556 0.0013473537221462 0.677271712910895 0.804839293852306 0.741055503381601
"54" 1189.18150023441 18752511.7553771 26.9813866354525 0.00438231926920819 0.14123157268234 0.792057060229617 0.466644316455979
"55" 1980.41597367614 2669700.41843597 35.9467670430895 0.00189153953856257 0.641129524970788 0.836745197151997 0.738937361061393
"56" 240.706364690792 1843868.10285505 71.2412708110642 0.00232170179756751 0.216090711366584 0.705989454530604 0.461040082948594
"57" 1334.85151781794 4722570.67479659 75.2302534640767 0.00212639536965169 0.490541888108892 0.839781164021351 0.665161526065121
"58" 405.891698325984 625815.824139863 46.1140252691694 0.00156555010166921 0.389453011073084 0.741106714992555 0.565279863032819
"59" 1493.1102297348 9050775.31505376 69.2847363390028 0.0031054222476727 0.271087107382115 0.80994509916389 0.540516103273002
"60" 446.589692502748 15540646.6613756 4.60721128992736 0.00097152175313005 0.789120724805828 0.755422834342771 0.7722717795743
"61" 1639.17312664888 17941321.257758 6.39440069673583 0.0105333703509273 -0.386747190189857 0.747638120674908 0.180445465242526
"62" 604.008460112149 7850315.4699225 22.1986656344961 0.00130054571986059 0.767438702449171 0.80749657463704 0.787467638543106
"63" 1312.54970254051 13891187.7963692 30.7190935965627 0.00422205129590836 0.160229296897421 0.794331570045181 0.477280433471301
"64" 913.630991416285 7592528.93019002 95.207778729964 0.00207042664709609 0.471945198553413 0.840065701138673 0.656005449846043
"65" 146.568957706448 12697284.2843505 33.9516678012442 0.00340499909523552 -0.126126539714962 0.62277489532388 0.248324177804459
"66" 1286.23035024828 18391284.8859327 99.8669528292958 0.00343732510660343 0.147077567547033 0.783158151849267 0.46511785969815
"67" 1178.68130998267 10893462.3810695 90.7985039700288 0.00279137181975978 0.304107463191676 0.81968051571692 0.561893989454298
"68" 1976.5305866939 1958981.08768743 94.2353332799394 0.00160555117784531 0.560698033836126 0.822604127116628 0.691651080476377
"69" 1959.18836867297 15085762.9188104 13.3088584837969 0.00815929491528486 -0.236829391106996 0.744505606307092 0.253838107600048
"70" 1683.42793719261 4536907.96466544 51.7358680618927 0.00238985681304861 0.478151001493444 0.838259171699663 0.658205086596554
"71" 282.58672587201 629145.362740383 28.6297134358902 0.00177747511205523 0.343764116322642 0.732998772073496 0.538381444198069
"72" 1214.09941020934 11309141.5555915 45.3102119176183 0.00324142838904666 0.290407657993382 0.814703310628627 0.552555484311004
