"d25" "d50" "d75"
"1" 0.1014 0.1014 0.1014
"2" 0.103122231471533 0.103234883150377 0.103644933127398
"3" 0.103982282145445 0.104149730162072 0.104764982155045
"4" 0.104848003984542 0.105069781455203 0.105892553093261
"5" 0.115737117794051 0.11666235277653 0.120508494608214
"6" 0.115567620258183 0.116469662025396 0.120202623039754
"7" 0.115400363213898 0.116279737124672 0.119902635900865
"8" 0.117410663843934 0.118429074438136 0.12261722699045
"9" 0.129111791453776 0.131103778956989 0.139281458082822
"10" 0.129884969852767 0.131962569202817 0.140240297423005
"11" 0.129289808588319 0.131343798506671 0.139188078217034
"12" 0.131319972775058 0.133595200148635 0.142008622324203
"13" 0.129294884819286 0.131436202071105 0.138858749852913
"14" 0.131360161229109 0.133717074531116 0.14172156113861
"15" 0.13780634298049 0.140796406051622 0.151163196526646
"16" 0.137243428828683 0.140131076740153 0.150013453896714
"17" 0.138147044715557 0.141086737771058 0.15110129506762
"18" 0.140524787002333 0.1436785006848 0.154432627092968
"19" 0.142935090321746 0.1463087590548 0.157812254165115
"20" 0.145377117178866 0.148976351687564 0.161236801846236
"21" 0.144663125818542 0.14811732896985 0.159736560896146
"22" 0.148751427774252 0.152628443414547 0.165727316591576
"23" 0.163894699549823 0.169687165893811 0.189894860794026
"24" 0.19620237935472 0.207107386235029 0.2476864730915
"25" 0.232722454994375 0.252738936438885 0.321835963934864
"26" 0.228044055195186 0.24561911020949 0.304318850442072
"27" 0.223697012227218 0.239172759046822 0.289701087336682
"28" 0.264435500537347 0.295037689006697 0.373640274126789
"29" 0.711212562040707 1.71918579496712 2.62956836991109
"30" 0.369239645075117 0.600652752756363 0.876170330540468
"31" 0.341830312731934 0.513835553161693 0.652305133931403
"32" 0.319494345956652 0.454882662059536 0.536315019177096
"33" 0.299158540394906 0.410941897146797 0.462248029368271
"34" 0.278185578106127 0.375531320790328 0.408591749753085
"35" 0.2574990352716 0.345377434513367 0.366406260638379
"36" 0.241074082602198 0.321486739793919 0.334535423086636
"37" 0.227508964414625 0.302208972256485 0.312556195661849
"38" 0.216666256944453 0.2846237726604 0.292783542709011
"39" 0.207915383749035 0.271292678681652 0.276262711244752
"40" 0.200627153822228 0.260089990537827 0.262593794578868
"41" 0.194165186745431 0.250180555758405 0.251713734977427
"42" 0.18831447228905 0.239761809901123 0.242430623772461
"43" 0.182980682152671 0.230195854113404 0.23435072585001
"44" 0.17808912766859 0.221581702349968 0.226974999151954
"45" 0.173579736401836 0.213774541381446 0.220208149544726
"46" 0.169403524260093 0.206658374034729 0.213971912379315
"47" 0.165520062285469 0.200139076441898 0.208201340705022
"48" 0.161895621662725 0.194139390317386 0.202842035016445
"49" 0.158501791457931 0.188595244764664 0.197848045009755
"50" 0.155072722228293 0.183453010420873 0.193180259033928
"51" 0.151815929991214 0.178667419471815 0.188805152850089
"52" 0.148751231460136 0.174199969128215 0.184693806763558
"53" 0.145860144841743 0.170017681402062 0.18082112573292
"54" 0.143126621786993 0.166092129059978 0.177165214768482
"55" 0.140536646223396 0.162398662911493 0.173706874398516
